danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,like
0.195,0.614,0,-7.818,1,0.0353,0.0314,0.00562,0.256,0.281,104.413,audio_features,2UN2EVpPEz4CPZwypepUU3,spotify:track:2UN2EVpPEz4CPZwypepUU3,https://api.spotify.com/v1/tracks/2UN2EVpPEz4CPZwypepUU3,https://api.spotify.com/v1/audio-analysis/2UN2EVpPEz4CPZwypepUU3,56040,3,0
0.298,0.899,0,-5.287,1,0.0614,0.0943,0.000293,0.144,0.283,138.559,audio_features,4wbKrkJpolIIua7dIrcbbr,spotify:track:4wbKrkJpolIIua7dIrcbbr,https://api.spotify.com/v1/tracks/4wbKrkJpolIIua7dIrcbbr,https://api.spotify.com/v1/audio-analysis/4wbKrkJpolIIua7dIrcbbr,465573,4,0
0.41,0.898,2,-6.61,1,0.0334,0.000258,0.00355,0.9,0.503,79.987,audio_features,4JYrwyuPw2LSGOydYpgpMK,spotify:track:4JYrwyuPw2LSGOydYpgpMK,https://api.spotify.com/v1/tracks/4JYrwyuPw2LSGOydYpgpMK,https://api.spotify.com/v1/audio-analysis/4JYrwyuPw2LSGOydYpgpMK,290040,4,0
0.408,0.58,7,-8.443,1,0.0291,0.019,0.000152,0.974,0.121,140.028,audio_features,1mMxFk67d2lNO4JkcLcNa4,spotify:track:1mMxFk67d2lNO4JkcLcNa4,https://api.spotify.com/v1/tracks/1mMxFk67d2lNO4JkcLcNa4,https://api.spotify.com/v1/audio-analysis/1mMxFk67d2lNO4JkcLcNa4,328440,4,0
0.493,0.833,8,-6.906,0,0.0284,0.00264,0.000159,0.988,0.374,109.943,audio_features,1neD7yty0TYadaHKNRuyNS,spotify:track:1neD7yty0TYadaHKNRuyNS,https://api.spotify.com/v1/tracks/1neD7yty0TYadaHKNRuyNS,https://api.spotify.com/v1/audio-analysis/1neD7yty0TYadaHKNRuyNS,322080,4,0
0.503,0.849,6,-5.614,0,0.0331,0.00131,0.000372,0.939,0.431,105.045,audio_features,2frFZnFE0ARx9jJXj8PCl7,spotify:track:2frFZnFE0ARx9jJXj8PCl7,https://api.spotify.com/v1/tracks/2frFZnFE0ARx9jJXj8PCl7,https://api.spotify.com/v1/audio-analysis/2frFZnFE0ARx9jJXj8PCl7,377347,4,0
0.482,0.856,9,-7.015,0,0.0311,0.00618,0.000159,0.989,0.394,96.937,audio_features,3TDuB5gz9v8kZZfwY8ubAQ,spotify:track:3TDuB5gz9v8kZZfwY8ubAQ,https://api.spotify.com/v1/tracks/3TDuB5gz9v8kZZfwY8ubAQ,https://api.spotify.com/v1/audio-analysis/3TDuB5gz9v8kZZfwY8ubAQ,277640,4,0
0.452,0.914,11,-5.351,1,0.0395,0.000118,0.000828,0.724,0.461,104.013,audio_features,0y4yxg9ZeGtCPSXNco7q9L,spotify:track:0y4yxg9ZeGtCPSXNco7q9L,https://api.spotify.com/v1/tracks/0y4yxg9ZeGtCPSXNco7q9L,https://api.spotify.com/v1/audio-analysis/0y4yxg9ZeGtCPSXNco7q9L,217147,4,0
0.517,0.934,2,-4.912,1,0.0451,0.00712,0.000116,0.655,0.469,123.888,audio_features,4RSqFhL3m87EH4JYDc5pXH,spotify:track:4RSqFhL3m87EH4JYDc5pXH,https://api.spotify.com/v1/tracks/4RSqFhL3m87EH4JYDc5pXH,https://api.spotify.com/v1/audio-analysis/4RSqFhL3m87EH4JYDc5pXH,313547,4,0
0.549,0.914,10,-5.466,1,0.0369,0.000839,6.03e-06,0.814,0.519,118.027,audio_features,0JiJfmR2cYFDt0ylwx99sE,spotify:track:0JiJfmR2cYFDt0ylwx99sE,https://api.spotify.com/v1/tracks/0JiJfmR2cYFDt0ylwx99sE,https://api.spotify.com/v1/audio-analysis/0JiJfmR2cYFDt0ylwx99sE,263040,4,0
0.33,0.659,4,-7.886,0,0.0286,0.00325,0.000207,0.759,0.175,109.231,audio_features,13sku1gClnYOhasNGyupn3,spotify:track:13sku1gClnYOhasNGyupn3,https://api.spotify.com/v1/tracks/13sku1gClnYOhasNGyupn3,https://api.spotify.com/v1/audio-analysis/13sku1gClnYOhasNGyupn3,328800,4,0
0.29,0.97,3,-7.023,0,0.123,3.5e-05,0.0121,0.979,0.241,144.641,audio_features,2cBpQPPXPpg2bhDmeEYL69,spotify:track:2cBpQPPXPpg2bhDmeEYL69,https://api.spotify.com/v1/tracks/2cBpQPPXPpg2bhDmeEYL69,https://api.spotify.com/v1/audio-analysis/2cBpQPPXPpg2bhDmeEYL69,301240,4,0
0.349,0.879,6,-6.823,1,0.0617,0.000836,0.21,0.49,0.674,170.045,audio_features,0kozCuIWmXxk8ALVZRZci9,spotify:track:0kozCuIWmXxk8ALVZRZci9,https://api.spotify.com/v1/tracks/0kozCuIWmXxk8ALVZRZci9,https://api.spotify.com/v1/audio-analysis/0kozCuIWmXxk8ALVZRZci9,369293,3,0
0.451,0.861,1,-5.878,1,0.0564,0.00604,0.00177,0.608,0.392,158.007,audio_features,1Hjo5itZvn9WbXXFfjEJ2t,spotify:track:1Hjo5itZvn9WbXXFfjEJ2t,https://api.spotify.com/v1/tracks/1Hjo5itZvn9WbXXFfjEJ2t,https://api.spotify.com/v1/audio-analysis/1Hjo5itZvn9WbXXFfjEJ2t,219600,3,0
0.46,0.905,1,-4.288,1,0.0506,0.000769,0.0159,0.976,0.366,149.994,audio_features,080t4C0wYYCiB1hHbJxXFM,spotify:track:080t4C0wYYCiB1hHbJxXFM,https://api.spotify.com/v1/tracks/080t4C0wYYCiB1hHbJxXFM,https://api.spotify.com/v1/audio-analysis/080t4C0wYYCiB1hHbJxXFM,280667,4,0
0.591,0.8,9,-6.353,1,0.0294,0.0466,0.000255,0.346,0.419,97.52,audio_features,15JECkvr0Ry0WTHmaKUW9Z,spotify:track:15JECkvr0Ry0WTHmaKUW9Z,https://api.spotify.com/v1/tracks/15JECkvr0Ry0WTHmaKUW9Z,https://api.spotify.com/v1/audio-analysis/15JECkvr0Ry0WTHmaKUW9Z,248040,4,0
0.488,0.952,8,-5.973,1,0.109,0.00648,0.0126,0.961,0.156,99.963,audio_features,0j6jzdlEr8zntaV92Osd33,spotify:track:0j6jzdlEr8zntaV92Osd33,https://api.spotify.com/v1/tracks/0j6jzdlEr8zntaV92Osd33,https://api.spotify.com/v1/audio-analysis/0j6jzdlEr8zntaV92Osd33,254733,4,0
0.519,0.684,1,-5.415,1,0.0283,0.0633,0.00295,0.949,0.243,146.009,audio_features,3pKfLFLpXnkNu37asRfvPJ,spotify:track:3pKfLFLpXnkNu37asRfvPJ,https://api.spotify.com/v1/tracks/3pKfLFLpXnkNu37asRfvPJ,https://api.spotify.com/v1/audio-analysis/3pKfLFLpXnkNu37asRfvPJ,279027,4,0
0.597,0.788,9,-6.573,0,0.0303,0.113,4.63e-05,0.958,0.519,140.015,audio_features,1y47DR8zhrslbMoIxX8XOg,spotify:track:1y47DR8zhrslbMoIxX8XOg,https://api.spotify.com/v1/tracks/1y47DR8zhrslbMoIxX8XOg,https://api.spotify.com/v1/audio-analysis/1y47DR8zhrslbMoIxX8XOg,217107,4,0
0.539,0.79,4,-6.281,0,0.0319,0.048,2e-05,0.979,0.513,100.678,audio_features,3sEkSy6jqchZEuL0j1Ge9c,spotify:track:3sEkSy6jqchZEuL0j1Ge9c,https://api.spotify.com/v1/tracks/3sEkSy6jqchZEuL0j1Ge9c,https://api.spotify.com/v1/audio-analysis/3sEkSy6jqchZEuL0j1Ge9c,258600,4,0
0.442,0.755,4,-6.363,0,0.0359,0.306,1.27e-05,0.969,0.509,173.356,audio_features,01ZxXowmZhMm6huwpYYZa9,spotify:track:01ZxXowmZhMm6huwpYYZa9,https://api.spotify.com/v1/tracks/01ZxXowmZhMm6huwpYYZa9,https://api.spotify.com/v1/audio-analysis/01ZxXowmZhMm6huwpYYZa9,308547,4,0
0.528,0.692,2,-6.887,1,0.0446,0.00899,0.00857,0.565,0.474,157.943,audio_features,76vpHwSjvs0M4ZFnf4mCAS,spotify:track:76vpHwSjvs0M4ZFnf4mCAS,https://api.spotify.com/v1/tracks/76vpHwSjvs0M4ZFnf4mCAS,https://api.spotify.com/v1/audio-analysis/76vpHwSjvs0M4ZFnf4mCAS,381093,4,0
0.509,0.599,2,-6.381,1,0.0278,0.0376,0.00148,0.98,0.141,131.908,audio_features,23DdwTl3uZ9d437fmxu902,spotify:track:23DdwTl3uZ9d437fmxu902,https://api.spotify.com/v1/tracks/23DdwTl3uZ9d437fmxu902,https://api.spotify.com/v1/audio-analysis/23DdwTl3uZ9d437fmxu902,408333,4,0
0.505,0.918,0,-4.54,1,0.0499,0.0225,3.17e-06,0.947,0.531,125.087,audio_features,1Lq8mvTEUg92dJWX3tJvwv,spotify:track:1Lq8mvTEUg92dJWX3tJvwv,https://api.spotify.com/v1/tracks/1Lq8mvTEUg92dJWX3tJvwv,https://api.spotify.com/v1/audio-analysis/1Lq8mvTEUg92dJWX3tJvwv,277333,4,0
0.559,0.932,0,-6.513,1,0.0535,0.000533,1.53e-06,0.989,0.557,119.056,audio_features,18BA5FTQ4RPIyzjn9bYLEB,spotify:track:18BA5FTQ4RPIyzjn9bYLEB,https://api.spotify.com/v1/tracks/18BA5FTQ4RPIyzjn9bYLEB,https://api.spotify.com/v1/audio-analysis/18BA5FTQ4RPIyzjn9bYLEB,194600,4,0
0.651,0.774,7,-7.435,1,0.0419,0.00982,0.000247,0.99,0.432,133.413,audio_features,06BgvJH8zpgbCzBk6z0Maj,spotify:track:06BgvJH8zpgbCzBk6z0Maj,https://api.spotify.com/v1/tracks/06BgvJH8zpgbCzBk6z0Maj,https://api.spotify.com/v1/audio-analysis/06BgvJH8zpgbCzBk6z0Maj,330053,4,0
0.195,0.0394,9,-14.886,1,0.0375,0.0676,0.77,0.388,0.0376,90.702,audio_features,6Vb07pHMJlvH5QPitJghXE,spotify:track:6Vb07pHMJlvH5QPitJghXE,https://api.spotify.com/v1/tracks/6Vb07pHMJlvH5QPitJghXE,https://api.spotify.com/v1/audio-analysis/6Vb07pHMJlvH5QPitJghXE,81160,3,0
0.522,0.944,2,-5.731,0,0.0936,6.11e-06,0.482,0.135,0.236,124.029,audio_features,4u39IY2QjY1utpNCCF4is0,spotify:track:4u39IY2QjY1utpNCCF4is0,https://api.spotify.com/v1/tracks/4u39IY2QjY1utpNCCF4is0,https://api.spotify.com/v1/audio-analysis/4u39IY2QjY1utpNCCF4is0,261573,4,0
0.355,0.822,9,-6.254,1,0.0512,0.000519,0.0719,0.258,0.23,183.894,audio_features,1HPS4eeHYYI1m0qz10BDU9,spotify:track:1HPS4eeHYYI1m0qz10BDU9,https://api.spotify.com/v1/tracks/1HPS4eeHYYI1m0qz10BDU9,https://api.spotify.com/v1/audio-analysis/1HPS4eeHYYI1m0qz10BDU9,269707,4,0
0.41,0.818,8,-7.418,1,0.0547,0.00129,0.00569,0.0792,0.222,178.362,audio_features,1dgO96QXgopptwjnaeIC5l,spotify:track:1dgO96QXgopptwjnaeIC5l,https://api.spotify.com/v1/tracks/1dgO96QXgopptwjnaeIC5l,https://api.spotify.com/v1/audio-analysis/1dgO96QXgopptwjnaeIC5l,245160,4,0
0.43,0.858,5,-6.73,1,0.0468,1.97e-05,0.777,0.093,0.144,147.981,audio_features,2YQtAJisZ4oXd3qVK6CyEA,spotify:track:2YQtAJisZ4oXd3qVK6CyEA,https://api.spotify.com/v1/tracks/2YQtAJisZ4oXd3qVK6CyEA,https://api.spotify.com/v1/audio-analysis/2YQtAJisZ4oXd3qVK6CyEA,317800,4,0
0.619,0.696,7,-6.269,0,0.0315,1.89e-05,0.00555,0.38,0.727,125.986,audio_features,1E2WTcYLP1dFe1tiGDwRmT,spotify:track:1E2WTcYLP1dFe1tiGDwRmT,https://api.spotify.com/v1/tracks/1E2WTcYLP1dFe1tiGDwRmT,https://api.spotify.com/v1/audio-analysis/1E2WTcYLP1dFe1tiGDwRmT,219720,4,0
0.392,0.597,10,-7.363,1,0.0308,0.00768,0.000157,0.0587,0.175,155.974,audio_features,1jz3oOqkTnEwqTZfwuENS2,spotify:track:1jz3oOqkTnEwqTZfwuENS2,https://api.spotify.com/v1/tracks/1jz3oOqkTnEwqTZfwuENS2,https://api.spotify.com/v1/audio-analysis/1jz3oOqkTnEwqTZfwuENS2,339240,4,0
0.553,0.826,0,-5.819,0,0.0344,0.000438,0.00344,0.0823,0.468,119.984,audio_features,6UzcqQTZ1JhVkn8bPNmxr1,spotify:track:6UzcqQTZ1JhVkn8bPNmxr1,https://api.spotify.com/v1/tracks/6UzcqQTZ1JhVkn8bPNmxr1,https://api.spotify.com/v1/audio-analysis/6UzcqQTZ1JhVkn8bPNmxr1,210320,4,0
0.198,0.304,5,-9.99,0,0.0378,0.343,0.844,0.347,0.0388,81.043,audio_features,0WPIgbf1W5QA6nx61o66QJ,spotify:track:0WPIgbf1W5QA6nx61o66QJ,https://api.spotify.com/v1/tracks/0WPIgbf1W5QA6nx61o66QJ,https://api.spotify.com/v1/audio-analysis/0WPIgbf1W5QA6nx61o66QJ,355880,3,0
0.443,0.612,1,-7.321,1,0.0275,0.0188,1e-06,0.103,0.204,155.961,audio_features,7qkKJFIYBsLEVOjgAwqTlz,spotify:track:7qkKJFIYBsLEVOjgAwqTlz,https://api.spotify.com/v1/tracks/7qkKJFIYBsLEVOjgAwqTlz,https://api.spotify.com/v1/audio-analysis/7qkKJFIYBsLEVOjgAwqTlz,207120,4,0
0.754,0.663,6,-6.311,0,0.427,0.0555,0,0.101,0.207,90.195,audio_features,0Veyvc3n9AcLSoK3r1dA12,spotify:track:0Veyvc3n9AcLSoK3r1dA12,https://api.spotify.com/v1/tracks/0Veyvc3n9AcLSoK3r1dA12,https://api.spotify.com/v1/audio-analysis/0Veyvc3n9AcLSoK3r1dA12,142301,4,0
0.86,0.418,7,-9.061,0,0.158,0.292,0,0.106,0.374,126.023,audio_features,77JzXZonNumWsuXKy9vr3U,spotify:track:77JzXZonNumWsuXKy9vr3U,https://api.spotify.com/v1/tracks/77JzXZonNumWsuXKy9vr3U,https://api.spotify.com/v1/audio-analysis/77JzXZonNumWsuXKy9vr3U,152829,4,0
0.718,0.454,8,-9.012,1,0.127,0.153,4.6e-05,0.116,0.196,89.483,audio_features,18yllZD0TdF7ykcREib8Z1,spotify:track:18yllZD0TdF7ykcREib8Z1,https://api.spotify.com/v1/tracks/18yllZD0TdF7ykcREib8Z1,https://api.spotify.com/v1/audio-analysis/18yllZD0TdF7ykcREib8Z1,215305,4,0
0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,audio_features,1wJRveJZLSb1rjhnUHQiv6,spotify:track:1wJRveJZLSb1rjhnUHQiv6,https://api.spotify.com/v1/tracks/1wJRveJZLSb1rjhnUHQiv6,https://api.spotify.com/v1/audio-analysis/1wJRveJZLSb1rjhnUHQiv6,189487,4,0
0.736,0.622,6,-4.653,0,0.133,0.0235,0,0.151,0.506,191.971,audio_features,0jAfdqv18goRTUxm3ilRjb,spotify:track:0jAfdqv18goRTUxm3ilRjb,https://api.spotify.com/v1/tracks/0jAfdqv18goRTUxm3ilRjb,https://api.spotify.com/v1/audio-analysis/0jAfdqv18goRTUxm3ilRjb,192779,4,0
0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,audio_features,3L19besdNQzd342qL78xqm,spotify:track:3L19besdNQzd342qL78xqm,https://api.spotify.com/v1/tracks/3L19besdNQzd342qL78xqm,https://api.spotify.com/v1/audio-analysis/3L19besdNQzd342qL78xqm,214593,4,0
0.762,0.553,5,-7.207,0,0.112,0.55,0,0.115,0.773,119.973,audio_features,1Gno5IBUHh6vUKp4nxu2Yd,spotify:track:1Gno5IBUHh6vUKp4nxu2Yd,https://api.spotify.com/v1/tracks/1Gno5IBUHh6vUKp4nxu2Yd,https://api.spotify.com/v1/audio-analysis/1Gno5IBUHh6vUKp4nxu2Yd,157863,4,0
0.792,0.484,7,-7.801,0,0.155,0.558,0,0.134,0.353,140.019,audio_features,2A4vCndSkZ3jd5nfh3a8gc,spotify:track:2A4vCndSkZ3jd5nfh3a8gc,https://api.spotify.com/v1/tracks/2A4vCndSkZ3jd5nfh3a8gc,https://api.spotify.com/v1/audio-analysis/2A4vCndSkZ3jd5nfh3a8gc,198054,4,0
0.78,0.402,5,-9.255,0,0.149,0.188,0,0.0597,0.483,160.046,audio_features,1srm5YnZiu7Ksnd2UTTmmk,spotify:track:1srm5YnZiu7Ksnd2UTTmmk,https://api.spotify.com/v1/tracks/1srm5YnZiu7Ksnd2UTTmmk,https://api.spotify.com/v1/audio-analysis/1srm5YnZiu7Ksnd2UTTmmk,169046,4,0
0.741,0.556,7,-6.647,0,0.0947,0.22,0,0.0981,0.616,140.056,audio_features,3UhRsQVrELOATEiY7E9X2T,spotify:track:3UhRsQVrELOATEiY7E9X2T,https://api.spotify.com/v1/tracks/3UhRsQVrELOATEiY7E9X2T,https://api.spotify.com/v1/audio-analysis/3UhRsQVrELOATEiY7E9X2T,156512,4,0
0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,audio_features,3Ol2xnObFdKV9pmRD2t9x8,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/tracks/3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/audio-analysis/3Ol2xnObFdKV9pmRD2t9x8,179449,4,0
0.774,0.623,5,-7.871,1,0.245,0.156,0,0.0955,0.393,128.661,audio_features,0uH6JssU7mWkTT9mqeqEvL,spotify:track:0uH6JssU7mWkTT9mqeqEvL,https://api.spotify.com/v1/tracks/0uH6JssU7mWkTT9mqeqEvL,https://api.spotify.com/v1/audio-analysis/0uH6JssU7mWkTT9mqeqEvL,220888,5,0
0.842,0.605,1,-6.293,0,0.0559,0.358,0,0.0843,0.591,130.027,audio_features,02CQH5capUYovYSiSiwKgX,spotify:track:02CQH5capUYovYSiSiwKgX,https://api.spotify.com/v1/tracks/02CQH5capUYovYSiSiwKgX,https://api.spotify.com/v1/audio-analysis/02CQH5capUYovYSiSiwKgX,207223,4,0
0.696,0.52,0,-6.361,1,0.294,0.06,0,0.118,0.359,165.105,audio_features,0sSl9LFCzQAunHx9T1Un3O,spotify:track:0sSl9LFCzQAunHx9T1Un3O,https://api.spotify.com/v1/tracks/0sSl9LFCzQAunHx9T1Un3O,https://api.spotify.com/v1/audio-analysis/0sSl9LFCzQAunHx9T1Un3O,204329,4,0
0.761,0.61,6,-7.039,1,0.094,0.379,0,0.123,0.479,141.955,audio_features,3TwzcgoO6mbgX3E7Bn1RAy,spotify:track:3TwzcgoO6mbgX3E7Bn1RAy,https://api.spotify.com/v1/tracks/3TwzcgoO6mbgX3E7Bn1RAy,https://api.spotify.com/v1/audio-analysis/3TwzcgoO6mbgX3E7Bn1RAy,176533,4,0
0.503,0.751,6,-5.785,0,0.35,0.215,0,0.0551,0.324,90.04,audio_features,3mUk1wiSBpiuK4oSSyDmTQ,spotify:track:3mUk1wiSBpiuK4oSSyDmTQ,https://api.spotify.com/v1/tracks/3mUk1wiSBpiuK4oSSyDmTQ,https://api.spotify.com/v1/audio-analysis/3mUk1wiSBpiuK4oSSyDmTQ,177763,4,0
0.83,0.536,4,-6.324,0,0.152,0.0919,0,0.102,0.375,139.961,audio_features,0OAyZn9pGuuL2FJih1PM58,spotify:track:0OAyZn9pGuuL2FJih1PM58,https://api.spotify.com/v1/tracks/0OAyZn9pGuuL2FJih1PM58,https://api.spotify.com/v1/audio-analysis/0OAyZn9pGuuL2FJih1PM58,138014,4,0
0.705,0.65,7,-5.654,0,0.212,0.359,0,0.169,0.658,91.053,audio_features,5h66wqaGklsSa8eSxTwcJT,spotify:track:5h66wqaGklsSa8eSxTwcJT,https://api.spotify.com/v1/tracks/5h66wqaGklsSa8eSxTwcJT,https://api.spotify.com/v1/audio-analysis/5h66wqaGklsSa8eSxTwcJT,257274,4,0
0.854,0.48,9,-7.388,0,0.293,0.208,0,0.127,0.293,86.049,audio_features,7MuhbSNErlmQAGRzhnnIjT,spotify:track:7MuhbSNErlmQAGRzhnnIjT,https://api.spotify.com/v1/tracks/7MuhbSNErlmQAGRzhnnIjT,https://api.spotify.com/v1/audio-analysis/7MuhbSNErlmQAGRzhnnIjT,160868,4,0
0.828,0.37,7,-7.446,0,0.264,0.487,0,0.119,0.557,149.95,audio_features,76vviJBqmRdMMb9u9npgfj,spotify:track:76vviJBqmRdMMb9u9npgfj,https://api.spotify.com/v1/tracks/76vviJBqmRdMMb9u9npgfj,https://api.spotify.com/v1/audio-analysis/76vviJBqmRdMMb9u9npgfj,193575,4,0
0.759,0.646,5,-7.815,0,0.304,0.0164,0,0.137,0.242,145.005,audio_features,2BJpuAoDeQ1QuPvnryfAWK,spotify:track:2BJpuAoDeQ1QuPvnryfAWK,https://api.spotify.com/v1/tracks/2BJpuAoDeQ1QuPvnryfAWK,https://api.spotify.com/v1/audio-analysis/2BJpuAoDeQ1QuPvnryfAWK,197667,4,0
0.717,0.753,7,-4.609,0,0.311,0.293,0,0.158,0.631,169.857,audio_features,2vaMWMPMgsWX4fwJiKmdWm,spotify:track:2vaMWMPMgsWX4fwJiKmdWm,https://api.spotify.com/v1/tracks/2vaMWMPMgsWX4fwJiKmdWm,https://api.spotify.com/v1/audio-analysis/2vaMWMPMgsWX4fwJiKmdWm,174012,4,0
0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.117,0.814,129.014,audio_features,1f5cbQtDrykjarZVrShaDI,spotify:track:1f5cbQtDrykjarZVrShaDI,https://api.spotify.com/v1/tracks/1f5cbQtDrykjarZVrShaDI,https://api.spotify.com/v1/audio-analysis/1f5cbQtDrykjarZVrShaDI,209269,4,0
0.831,0.814,5,-5.18,1,0.474,0.391,0,0.109,0.846,161.041,audio_features,3AMnOVxEHUgVrythGgqPhI,spotify:track:3AMnOVxEHUgVrythGgqPhI,https://api.spotify.com/v1/tracks/3AMnOVxEHUgVrythGgqPhI,https://api.spotify.com/v1/audio-analysis/3AMnOVxEHUgVrythGgqPhI,214854,4,0
0.783,0.517,9,-7.113,0,0.0739,0.45,0,0.132,0.156,117.973,audio_features,32aQ7oWlgpbEQyeZhvAmzC,spotify:track:32aQ7oWlgpbEQyeZhvAmzC,https://api.spotify.com/v1/tracks/32aQ7oWlgpbEQyeZhvAmzC,https://api.spotify.com/v1/audio-analysis/32aQ7oWlgpbEQyeZhvAmzC,244210,4,0
0.722,0.716,11,-5.353,0,0.19,0.229,0,0.0793,0.667,161.015,audio_features,1iu3UTLNy436K7S8KVOdjS,spotify:track:1iu3UTLNy436K7S8KVOdjS,https://api.spotify.com/v1/tracks/1iu3UTLNy436K7S8KVOdjS,https://api.spotify.com/v1/audio-analysis/1iu3UTLNy436K7S8KVOdjS,179167,4,0
0.612,0.348,7,-10.664,1,0.512,0.706,0,0.104,0.197,81.145,audio_features,0CveX6X9yK6jJKzIsAWroR,spotify:track:0CveX6X9yK6jJKzIsAWroR,https://api.spotify.com/v1/tracks/0CveX6X9yK6jJKzIsAWroR,https://api.spotify.com/v1/audio-analysis/0CveX6X9yK6jJKzIsAWroR,217031,4,0
0.664,0.537,0,-7.127,0,0.328,0.828,0,0.109,0.281,77.053,audio_features,5P1vipFCNi7SiOEVGqCc3s,spotify:track:5P1vipFCNi7SiOEVGqCc3s,https://api.spotify.com/v1/tracks/5P1vipFCNi7SiOEVGqCc3s,https://api.spotify.com/v1/audio-analysis/5P1vipFCNi7SiOEVGqCc3s,206712,4,0
0.607,0.732,10,-6.779,0,0.336,0.0982,0,0.16,0.687,100.42,audio_features,7564ofEBD5mEiIkTclAW1J,spotify:track:7564ofEBD5mEiIkTclAW1J,https://api.spotify.com/v1/tracks/7564ofEBD5mEiIkTclAW1J,https://api.spotify.com/v1/audio-analysis/7564ofEBD5mEiIkTclAW1J,178939,4,0
0.827,0.556,1,-6.237,1,0.319,0.373,4.23e-06,0.0719,0.34,130.097,audio_features,1QCWxlNQcpv6LO3gjd11AR,spotify:track:1QCWxlNQcpv6LO3gjd11AR,https://api.spotify.com/v1/tracks/1QCWxlNQcpv6LO3gjd11AR,https://api.spotify.com/v1/audio-analysis/1QCWxlNQcpv6LO3gjd11AR,195762,4,0
0.664,0.542,9,-6.917,0,0.27,0.19,0,0.324,0.0852,140.865,audio_features,6KdA9pz4KS4avq0CUqblAV,spotify:track:6KdA9pz4KS4avq0CUqblAV,https://api.spotify.com/v1/tracks/6KdA9pz4KS4avq0CUqblAV,https://api.spotify.com/v1/audio-analysis/6KdA9pz4KS4avq0CUqblAV,203776,4,0
0.648,0.53,9,-9.474,0,0.0734,0.0606,2.73e-06,0.0972,0.138,101.451,audio_features,2WfY2W1dGfBa6oAFQyGrI5,spotify:track:2WfY2W1dGfBa6oAFQyGrI5,https://api.spotify.com/v1/tracks/2WfY2W1dGfBa6oAFQyGrI5,https://api.spotify.com/v1/audio-analysis/2WfY2W1dGfBa6oAFQyGrI5,171136,4,0
0.723,0.589,2,-6.225,1,0.332,0.614,0,0.11,0.477,109.753,audio_features,3KIPN9BE8rh6ueIFYZHrIZ,spotify:track:3KIPN9BE8rh6ueIFYZHrIZ,https://api.spotify.com/v1/tracks/3KIPN9BE8rh6ueIFYZHrIZ,https://api.spotify.com/v1/audio-analysis/3KIPN9BE8rh6ueIFYZHrIZ,229413,4,0
0.537,0.534,1,-7.074,1,0.198,0.522,0,0.0828,0.709,90.376,audio_features,1DPz356PzDOvqvjCnQu7Lo,spotify:track:1DPz356PzDOvqvjCnQu7Lo,https://api.spotify.com/v1/tracks/1DPz356PzDOvqvjCnQu7Lo,https://api.spotify.com/v1/audio-analysis/1DPz356PzDOvqvjCnQu7Lo,221076,4,0
0.611,0.478,0,-5.839,1,0.107,0.035,0,0.107,0.138,172.076,audio_features,1AH60dMaEfNjzDoUIFwIQi,spotify:track:1AH60dMaEfNjzDoUIFwIQi,https://api.spotify.com/v1/tracks/1AH60dMaEfNjzDoUIFwIQi,https://api.spotify.com/v1/audio-analysis/1AH60dMaEfNjzDoUIFwIQi,258158,4,0
0.604,0.758,10,-4.813,0,0.324,0.122,0,0.276,0.854,216.065,audio_features,1EjlG4vipTPebTZOp4olf3,spotify:track:1EjlG4vipTPebTZOp4olf3,https://api.spotify.com/v1/tracks/1EjlG4vipTPebTZOp4olf3,https://api.spotify.com/v1/audio-analysis/1EjlG4vipTPebTZOp4olf3,172708,4,0
0.699,0.599,8,-6.362,1,0.321,0.00609,0,0.0842,0.432,158.404,audio_features,6rfEfn16fCABghLs8BqhrG,spotify:track:6rfEfn16fCABghLs8BqhrG,https://api.spotify.com/v1/tracks/6rfEfn16fCABghLs8BqhrG,https://api.spotify.com/v1/audio-analysis/6rfEfn16fCABghLs8BqhrG,176203,4,0
0.651,0.598,2,-4.557,0,0.307,0.733,0,0.114,0.476,121.106,audio_features,2pDRgHQDQczagSU4eOYdHs,spotify:track:2pDRgHQDQczagSU4eOYdHs,https://api.spotify.com/v1/tracks/2pDRgHQDQczagSU4eOYdHs,https://api.spotify.com/v1/audio-analysis/2pDRgHQDQczagSU4eOYdHs,188752,5,0
0.68,0.578,4,-5.701,0,0.444,0.226,1.43e-06,0.174,0.131,76.164,audio_features,4dCjEZGFKtSCCKjpbIbn3k,spotify:track:4dCjEZGFKtSCCKjpbIbn3k,https://api.spotify.com/v1/tracks/4dCjEZGFKtSCCKjpbIbn3k,https://api.spotify.com/v1/audio-analysis/4dCjEZGFKtSCCKjpbIbn3k,177339,4,0
